Transaktions-ID,Datum,Kunden-ID,Artikel
054cb182-545d-466c-96f7-2487440ce343,03/01/21,49,Haushaltsware
e04ef477-6ca4-495c-9774-748f1d5cb86a,14/05/20,114,Cola
e04ef477-6ca4-495c-9774-748f1d5cb86a,14/05/20,114,Liquör
f70aa424-a85b-4040-a0e8-d38e1d2d9eed,14/05/20,175,Geriebener Käse
f70aa424-a85b-4040-a0e8-d38e1d2d9eed,14/05/20,175,Brötchen
f70aa424-a85b-4040-a0e8-d38e1d2d9eed,14/05/20,175,Cola
f70aa424-a85b-4040-a0e8-d38e1d2d9eed,14/05/20,175,Blumen
ee5d15b8-a101-4175-8868-3ae2d2c6dbd4,03/04/20,166,Salami
ee5d15b8-a101-4175-8868-3ae2d2c6dbd4,03/04/20,166,Eiscream
ee5d15b8-a101-4175-8868-3ae2d2c6dbd4,03/04/20,166,Brötchen
ee5d15b8-a101-4175-8868-3ae2d2c6dbd4,03/04/20,166,Cola
ee5d15b8-a101-4175-8868-3ae2d2c6dbd4,03/04/20,166,Haltbare Backwaren
ee5d15b8-a101-4175-8868-3ae2d2c6dbd4,03/04/20,166,Servietten
3fef65d1-5616-4867-9cb2-403779bb1d51,16/10/20,439,Rum
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Zwiebeln
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Butter
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Saure Sahne
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Hartkäse
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Tiefkühlobst
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Nudeln
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Bratöl
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Sirup
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Spüßigkeiten/Lollies
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Servietten
e4c8def6-74d0-4037-a6f3-a77307beaef0,13/01/20,84,Frischhaltefolie
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Vollmilch
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Streichkäse
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Eier aus der Region
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Margarine
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Dosenbier
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Haltbare Backwaren
4e9da2fa-4657-4400-abeb-d9c9aa2c973c,16/08/20,347,Einkaufstüten
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Wurst
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Sonstiges Gemüse
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Nudeln
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Salatöl
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Margarine
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Kaffee
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Sirup
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Dosenbier
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Servietten
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Glühbirnen
15ca54b8-3dec-4562-a7dd-68912dfbe1ec,13/09/20,23,Einkaufstüten
38ce81b1-849a-4205-8eb9-a80e22d5b455,03/02/20,150,Wurst
38ce81b1-849a-4205-8eb9-a80e22d5b455,03/02/20,150,Sonstiges Gemüse
38ce81b1-849a-4205-8eb9-a80e22d5b455,03/02/20,150,Brötchen
38ce81b1-849a-4205-8eb9-a80e22d5b455,03/02/20,150,Cola
46d83cb1-e61a-4373-9aec-7c9dc503e15d,13/07/20,249,Sekt
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,exotische Früchte
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,Kernobst
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,Sonstiges Gemüse
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,Vollmilch
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,Eiscream
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,Gebäck
102ff298-0487-481c-b9f3-a929787db073,12/01/20,387,Rotwein
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Vollmilch
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Dunkles Brot
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Cola
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Flaschenbier
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Salzige Snacks
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Haltbare Backwaren
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Schokolade
01c84ce5-c031-445f-8722-a6d95cc7317e,31/12/20,201,Einkaufstüten
377905e6-5785-4e78-971f-84e473709066,05/12/20,221,Salami
377905e6-5785-4e78-971f-84e473709066,05/12/20,221,Quark
377905e6-5785-4e78-971f-84e473709066,05/12/20,221,Weißbrot
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Vollmilch
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Haltbare Milch
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Pommes frites
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Backpulver
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Haustierepflege
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Popcorn
9efd2ca0-9822-45f9-8c95-a1af30ca90f2,20/04/20,267,Spüßigkeiten/Lollies
9d311714-18eb-46c8-8949-d877cee6e56b,19/09/20,397,Zwiebeln
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Frankfurter Würstchen
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Sonstiges Gemüse
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Joghurt
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Haltbare Milch
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Weichkäse
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Eier aus der Region
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Brötchen
e6c712ea-d514-4d08-8eac-bf68901d7fe0,13/03/20,423,Spülmittel
da40f922-86ad-4221-aa2f-77c89bbe2a33,04/09/20,233,Sonstiges Gemüse
da40f922-86ad-4221-aa2f-77c89bbe2a33,04/09/20,233,Streichkäse
da40f922-86ad-4221-aa2f-77c89bbe2a33,04/09/20,233,Brötchen
da40f922-86ad-4221-aa2f-77c89bbe2a33,04/09/20,233,Margarine
da40f922-86ad-4221-aa2f-77c89bbe2a33,04/09/20,233,Bratöl
da40f922-86ad-4221-aa2f-77c89bbe2a33,04/09/20,233,Nudelsuppe
4213650c-57d7-4fc3-abb4-fe8dd4d89a0e,07/04/20,21,Sonstiges Gemüse
3cd52d5f-89fc-40ed-bb5a-5c6324cd6f08,14/10/20,399,Schinken
3cd52d5f-89fc-40ed-bb5a-5c6324cd6f08,14/10/20,399,Vollmilch
3cd52d5f-89fc-40ed-bb5a-5c6324cd6f08,14/10/20,399,Käseaufstrich
3cd52d5f-89fc-40ed-bb5a-5c6324cd6f08,14/10/20,399,Brötchen
3cd52d5f-89fc-40ed-bb5a-5c6324cd6f08,14/10/20,399,Waffeln
3cd52d5f-89fc-40ed-bb5a-5c6324cd6f08,14/10/20,399,Zeitungen
4f4d8442-7916-4f1a-9d47-4ebc3f07ed4d,30/12/20,163,Zitrusfrüchte
4f4d8442-7916-4f1a-9d47-4ebc3f07ed4d,30/12/20,163,exotische Früchte
4f4d8442-7916-4f1a-9d47-4ebc3f07ed4d,30/12/20,163,Wurzelgemüse
4f4d8442-7916-4f1a-9d47-4ebc3f07ed4d,30/12/20,163,Tiefkühlfertiggericht
4f4d8442-7916-4f1a-9d47-4ebc3f07ed4d,30/12/20,163,Tiefkühlfisch
4f4d8442-7916-4f1a-9d47-4ebc3f07ed4d,30/12/20,163,Mineralwasser
7045b9b6-8077-41c2-b822-d01283379e20,12/01/20,494,Mineralwasser
7045b9b6-8077-41c2-b822-d01283379e20,12/01/20,494,Flaschenbier
9f622d99-2d74-43b2-9b2a-a1ca8a9fcf82,06/10/20,30,Zitrusfrüchte
9f622d99-2d74-43b2-9b2a-a1ca8a9fcf82,06/10/20,30,exotische Früchte
9f622d99-2d74-43b2-9b2a-a1ca8a9fcf82,06/10/20,30,Fruchtsaft
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Rindfleisch
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Zitrusfrüchte
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,exotische Früchte
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Kernobst
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Süßspeisen
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Streichkäse
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Brötchen
e6f91694-9127-460c-b81a-78280e137af5,17/02/20,96,Schokolade
358c211e-19e7-4ccb-b408-1cf5f4b88c12,15/03/20,331,Einkaufstüten
b5d6f50f-7715-4845-979f-5b8ac478c95e,25/05/20,233,Fruchtsaft
b5d6f50f-7715-4845-979f-5b8ac478c95e,25/05/20,233,Kuchen
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Schinken
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Beeren
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Zwiebeln
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Vollmilch
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Buttermilch
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Joghurt
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Saure Sahne
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Streichkäse
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Mayonnaise
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Gebäck
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Dinkelbrot
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Schokolade
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Kekse
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Hygieneartikel
431cb823-a273-45dd-8107-fcb27ec9d598,13/11/20,23,Frischhaltefolie
1f29fd7e-f198-4c7b-a63d-444f8f852a96,04/06/20,98,Frankfurter Würstchen
1f29fd7e-f198-4c7b-a63d-444f8f852a96,04/06/20,98,exotische Früchte
1f29fd7e-f198-4c7b-a63d-444f8f852a96,04/06/20,98,Vollmilch
1f29fd7e-f198-4c7b-a63d-444f8f852a96,04/06/20,98,Käseaufstrich
1f29fd7e-f198-4c7b-a63d-444f8f852a96,04/06/20,98,Margarine
1f29fd7e-f198-4c7b-a63d-444f8f852a96,04/06/20,98,Einkaufstüten
1b2ebe86-899d-4902-bbd9-5c8c1fcde612,04/02/21,116,exotische Früchte
05d99c83-afed-4d12-b74e-ef9c2685e000,16/07/20,415,Quark
05d99c83-afed-4d12-b74e-ef9c2685e000,16/07/20,415,Joghurt
05d99c83-afed-4d12-b74e-ef9c2685e000,16/07/20,415,Tiefkühlobst
edc76d91-25d4-428e-b556-2d4bd253a4f0,18/03/20,96,Spüßigkeiten/Lollies
a4f3898b-00c2-4352-90b2-53be222e7f4e,20/08/20,474,Beeren
a4f3898b-00c2-4352-90b2-53be222e7f4e,20/08/20,474,Wurzelgemüse
a4f3898b-00c2-4352-90b2-53be222e7f4e,20/08/20,474,Vollmilch
a4f3898b-00c2-4352-90b2-53be222e7f4e,20/08/20,474,Saure Sahne
a4f3898b-00c2-4352-90b2-53be222e7f4e,20/08/20,474,Einkaufstüten
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Schinken
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,exotische Früchte
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Butter
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Joghurt
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Geriebener Käse
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Weißbrot
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Cola
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Fruchtsaft
b9869a93-2daa-4986-9781-8b209a8bf12a,09/04/20,455,Schokoriegel
5826da62-1ff3-44fa-9017-fc66eb1b2717,03/07/20,285,Nudeln
5826da62-1ff3-44fa-9017-fc66eb1b2717,03/07/20,285,Fertigsoßen
b6d65df9-11d9-49cf-aab6-3037d715ead9,05/02/20,229,exotische Früchte
b6d65df9-11d9-49cf-aab6-3037d715ead9,05/02/20,229,Sonstiges Gemüse
b6d65df9-11d9-49cf-aab6-3037d715ead9,05/02/20,229,Brötchen
b6d65df9-11d9-49cf-aab6-3037d715ead9,05/02/20,229,Weißbrot
b6d65df9-11d9-49cf-aab6-3037d715ead9,05/02/20,229,Flaschenbier
b6d65df9-11d9-49cf-aab6-3037d715ead9,05/02/20,229,Zimmerpflanzen
ca1ed05a-7bf0-43d4-9a1e-fcd569e8e6ad,18/01/21,116,Dosenbier
79697299-8e78-42a2-b636-c924c8f268b0,16/01/20,464,Prosecco
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,exotische Früchte
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Wurzelgemüse
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Sonstiges Gemüse
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Joghurt
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Saure Sahne
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Brötchen
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Margarine
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Instantkaffee
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Cola
041a95fb-14b3-4ba1-90d0-93a1b6a8a36c,22/10/20,421,Zeitungen
37b7ffdb-ff10-4a71-808e-8b90c80d5a5c,14/01/21,56,Dunkles Brot
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Wurst
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Schnitzel
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Kernobst
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Quark
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Joghurt
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Tiefkühlobst
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Weißbrot
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Eingelegte Gurken
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,süße Aufstriche
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Cola
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Fruchtsaft
6c0cc0e8-d25b-4bc9-9f9d-a4c127226654,26/05/20,145,Hygieneartikel
a2ad8921-35c7-4c50-8722-e574ac58ca52,26/12/20,132,Zwiebeln
a2ad8921-35c7-4c50-8722-e574ac58ca52,26/12/20,132,Sonstiges Gemüse
8b834151-452d-48dd-bfd5-4ee4a4e549b7,11/03/20,320,Scheibenkäse
8b834151-452d-48dd-bfd5-4ee4a4e549b7,11/03/20,320,Dosenbier
395909ab-862d-42c2-a86d-f9396393003a,27/08/20,425,Frankfurter Würstchen
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Schweinefleisch
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Hamburgerfleisch
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Kernobst
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Kräuter
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Sonstiges Gemüse
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Vollmilch
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Butter
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Scheibenkäse
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Geriebener Käse
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Brötchen
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Gebäck
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,süße Teigwaren
4d97d95b-7cae-4ef2-bde5-be6982f0ead6,23/05/20,105,Margarine
84ae0417-111d-4109-947b-ed7595dcdcf8,22/10/20,347,Wurst
84ae0417-111d-4109-947b-ed7595dcdcf8,22/10/20,347,Brötchen
84ae0417-111d-4109-947b-ed7595dcdcf8,22/10/20,347,Cola
84ae0417-111d-4109-947b-ed7595dcdcf8,22/10/20,347,Dosenbier
84ae0417-111d-4109-947b-ed7595dcdcf8,22/10/20,347,Einkaufstüten
bdf4835c-5c80-4a8d-901b-5dcd76dda2f1,27/12/20,193,Vollmilch
bdf4835c-5c80-4a8d-901b-5dcd76dda2f1,27/12/20,193,Gebäck
439a6910-3e97-42bb-9f29-13fa1b953d20,22/01/21,279,exotische Früchte
439a6910-3e97-42bb-9f29-13fa1b953d20,22/01/21,279,Kernobst
439a6910-3e97-42bb-9f29-13fa1b953d20,22/01/21,279,Joghurt
439a6910-3e97-42bb-9f29-13fa1b953d20,22/01/21,279,Tiefkühlobst
439a6910-3e97-42bb-9f29-13fa1b953d20,22/01/21,279,Süßstoff
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Beeren
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Wurzelgemüse
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Sonstiges Gemüse
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Quark
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Buttermilch
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Streichkäse
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,süße Teigwaren
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Margarine
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,sonstige Getränke
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Kekse
e60aef65-a46b-420d-a2da-2a53dcfad17f,22/11/20,194,Reinigungsmittel
4d11bbfc-9f69-43af-9b79-25ec272b4234,30/04/20,289,Kondensmilch
4d11bbfc-9f69-43af-9b79-25ec272b4234,30/04/20,289,Zucker
4d11bbfc-9f69-43af-9b79-25ec272b4234,30/04/20,289,Kaffee
4d11bbfc-9f69-43af-9b79-25ec272b4234,30/04/20,289,Einkaufstüten
2095ebb1-d953-43bb-ab5e-86159804641d,28/10/20,215,Servietten
768af102-1472-45b6-be56-e9da682bf1c3,29/09/20,310,Trauben
768af102-1472-45b6-be56-e9da682bf1c3,29/09/20,310,Dunkles Brot
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Zitrusfrüchte
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,exotische Früchte
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Beeren
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Wurzelgemüse
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Sonstiges Gemüse
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Vollmilch
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Butter
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Mineralwasser
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Reinigungsalkohol
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Hygieneartikel
dad95c7b-6d46-4381-b002-14e9d40f8026,20/01/21,432,Servietten
669998d7-5b93-4ca3-ba3f-9707aebdfb66,15/08/20,18,Sonstiges Gemüse
669998d7-5b93-4ca3-ba3f-9707aebdfb66,15/08/20,18,Quark
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Wurst
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Zitrusfrüchte
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Trauben
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Quark
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Brötchen
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Dunkles Brot
fb0a5268-3baf-496c-a9dd-8fc5acc8fd13,19/05/20,430,Flaschenbier
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Kernobst
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Walnüsse
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Vollmilch
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Joghurt
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Saure Sahne
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Streichkäse
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Brötchen
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Waffeln
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Schokolade
688e0cf6-c260-4999-b423-b01f61a22967,17/06/20,438,Zeitungen
ef5994ad-e476-4d98-81ee-a7da79dcec07,02/02/21,370,Vollmilch
ef5994ad-e476-4d98-81ee-a7da79dcec07,02/02/21,370,Zeitungen
09d50275-7400-40b0-ad07-1450dac67ee8,28/01/21,233,Saure Sahne
09d50275-7400-40b0-ad07-1450dac67ee8,28/01/21,233,Eingelegter Fisch
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Zitrusfrüchte
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Joghurt
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Haltbare Milch
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Gebäck
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Fertigsoßen
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Kaffee
8de8d65c-eab1-42e9-aa37-1c0ae3afb74d,24/06/20,202,Glühbirnen
a0a36ee3-a752-4ba4-8543-4cba9f0a4003,12/03/20,35,Wurzelgemüse
a0a36ee3-a752-4ba4-8543-4cba9f0a4003,12/03/20,35,Vollmilch
a0a36ee3-a752-4ba4-8543-4cba9f0a4003,12/03/20,35,Quark
a0a36ee3-a752-4ba4-8543-4cba9f0a4003,12/03/20,35,Joghurt
4d719e14-2471-486e-b3cc-0441bbc56495,23/06/20,204,Kondensmilch
4d719e14-2471-486e-b3cc-0441bbc56495,23/06/20,204,Brötchen
4d719e14-2471-486e-b3cc-0441bbc56495,23/06/20,204,Zucker
4d719e14-2471-486e-b3cc-0441bbc56495,23/06/20,204,Katzenfutter
2b7ece13-3e3b-4d01-ba02-f97ee8f77cd7,23/07/20,397,Dosenbier
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Trauben
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Beeren
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Sonstiges Gemüse
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Quark
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Scheibenkäse
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Gebäck
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,sonstige Getränke
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Salzige Snacks
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Reinigungsmittel
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Hygieneartikel
cc2754c9-515b-413f-8c66-b706e9462c4a,07/03/20,35,Servietten
0d8bc95c-94ab-418b-b156-297cf6c6aa06,01/06/20,101,Rindfleisch
0d8bc95c-94ab-418b-b156-297cf6c6aa06,01/06/20,101,Kekse
489c9fbb-556e-419a-a620-603972c42f16,03/11/20,29,Frankfurter Würstchen
489c9fbb-556e-419a-a620-603972c42f16,03/11/20,29,Trauben
626e940e-b592-4df0-b22b-0abb35486ab4,31/01/21,420,Wurst
626e940e-b592-4df0-b22b-0abb35486ab4,31/01/21,420,Joghurt
626e940e-b592-4df0-b22b-0abb35486ab4,31/01/21,420,Brötchen
2262dc87-a3a5-492f-b4b2-87494ef6c501,20/01/21,352,Brötchen
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Salami
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Zitrusfrüchte
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Wurzelgemüse
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Sonstiges Gemüse
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Saure Sahne
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Dinkelbrot
f67e62bd-3a1e-4723-bc18-93bd06e07490,13/08/20,177,Salzige Snacks
5cb51ec5-85a4-4a09-91cc-c2c3239a3117,16/02/20,420,Eier aus der Region
5cb51ec5-85a4-4a09-91cc-c2c3239a3117,16/02/20,420,Cola
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Zitrusfrüchte
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Kernobst
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Sonstiges Gemüse
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Vollmilch
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Quark
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Tiefkühlfisch
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Eier aus der Region
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Marmelade
99b0c616-6019-4d8c-bf56-32888beeb3d4,26/09/20,97,Geschirr
086ad49c-bd92-48f3-9d9c-e02008166a23,19/09/20,55,Vollmilch
086ad49c-bd92-48f3-9d9c-e02008166a23,19/09/20,55,Brötchen
